0,58, Self-employed-not incorporated,4,34, Some college but no degree,0, Divorced, Construction, Precision production craft & repair, White, All other, Male, Children or Armed Forces,0,0,0, Head of household, Householder, Householder,1053.55, MSA to MSA, Same county, Same county, No, Yes,1, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
89408,20, Private,33,37, 12th grade no diploma,0, Never married, Retail trade, Machine operators assmblrs & inspctrs, White, All other, Male, Children or Armed Forces,0,0,0, Single, Child 18+ never marr Not in a subfamily, Child 18 or older,4042.19, MSA to MSA, Same county, Same county, No, Yes,3, United-States, United-States, United-States, Native- Born in the United States,2,2,13,94, - 50000.
89412,20, Private,33,19, Some college but no degree,0, Never married, Retail trade, Sales, Black, All other, Female, Children or Armed Forces,0,0,0, Single, Secondary individual, Nonrelative of householder,2020.41, MSA to MSA, Same county, Same county, No, No,4, United-States, United-States, United-States, Native- Born in the United States,2,2,48,94, - 50000.
89413,20, Private,33,19, Some college but no degree,550, Never married, Retail trade, Sales, White, All other, Male, Children or Armed Forces,0,0,0, Single, Nonfamily householder, Householder,2155.4, NonMSA to nonMSA, Same county, Same county, No, Yes,1, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
89422,30, Local government,47,42, Some college but no degree,500, Separated, Public administration, Handlers equip cleaners etc , Black, All other, Male, Children or Armed Forces,0,0,0, Single, Nonfamily householder, Householder,1443.79, NonMSA to MSA, Different county same state, Different county same state, No, Yes,6, United-States, United-States, United-States, Native- Born in the United States,0,2,26,94, - 50000.
89460,25, Private,37,33, High school graduate,1050, Never married, Business and repair services, Precision production craft & repair, White, All other, Male, Children or Armed Forces,0,0,0, Single, Secondary individual, Nonrelative of householder,4066.74, MSA to MSA, Same county, Same county, No, Yes,4, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
89552,33, Private,45,6, Bachelors degree(BA AB BS),0, Never married, Other professional services, Professional specialty, White, All other, Male, Children or Armed Forces,2202,0,0, Single, Secondary individual, Nonrelative of householder,2687.98, MSA to MSA, Same county, Same county, No, Yes,6, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
89553,30, Private,4,34, High school graduate,0, Married-civilian spouse present, Construction, Precision production craft & repair, White, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,1713.05, MSA to MSA, Different county same state, Different county same state, No, No,1, United-States, United-States, United-States, Native- Born in the United States,1,2,52,94, - 50000.
89565,32, Private,37,26, High school graduate,0, Divorced, Business and repair services, Adm support including clerical, White, All other, Female, Children or Armed Forces,0,0,0, Head of household, Other Rel 18+ ever marr RP of subfamily, Other relative of householder,887.28, MSA to MSA, Same county, Same county, No, No,3, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
89578,42, Private,32,16, Bachelors degree(BA AB BS),0, Married-civilian spouse present, Wholesale trade, Sales, White, All other, Male, Children or Armed Forces,0,0,800, Joint both under 65, Householder, Householder,2560.72, MSA to MSA, Same county, Same county, No, Yes,6, United-States, United-States, United-States, Native- Born in the United States,0,2,51,94, 50000+.
89593,19, Private,35,22, High school graduate,0, Never married, Finance insurance and real estate, Adm support including clerical, White, All other, Female, Children or Armed Forces,0,0,0, Single, Child 18+ never marr Not in a subfamily, Child 18 or older,3644.99, MSA to MSA, Same county, Same county, No, No,6, Portugal, Portugal, United-States, Native- Born in the United States,0,2,6,94, - 50000.
89611,17, Private,39,29, 10th grade,0, Never married, Personal services except private HH, Other service, White, Mexican-American, Male, Children or Armed Forces,0,0,0, Single, Child <18 never marr not in subfamily, Child under 18 never married,1284.77, MSA to MSA, Same county, Same county, No, No,4, United-States, United-States, United-States, Native- Born in the United States,2,2,9,94, - 50000.
89666,19, Private,1,44, Some college but no degree,0, Never married, Agriculture, Farming forestry and fishing, White, All other, Female, Children or Armed Forces,0,0,0, Nonfiler, Householder, Householder,3609.27, NonMSA to nonMSA, Same county, Same county, No, No,0, United-States, United-States, United-States, Native- Born in the United States,0,2,0,94, - 50000.
89677,29, Private,37,10, Some college but no degree,1577, Divorced, Business and repair services, Professional specialty, White, All other, Male, Children or Armed Forces,0,0,0, Single, Nonfamily householder, Householder,2474.91, MSA to MSA, Same county, Same county, No, No,4, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
89681,26, Private,37,28, High school graduate,0, Married-spouse absent, Business and repair services, Protective services, White, All other, Male, Children or Armed Forces,0,0,0, Single, Nonfamily householder, Householder,1578.11, MSA to MSA, Different county same state, Different county same state, No, No,5, United-States, United-States, United-States, Native- Born in the United States,2,2,30,94, - 50000.
89695,42, Private,37,31, 12th grade no diploma,0, Married-civilian spouse present, Business and repair services, Other service, White, All other, Female, Children or Armed Forces,0,0,0, Joint both under 65, Spouse of householder, Spouse of householder,1564.53, MSA to MSA, Same county, Same county, No, No,2, United-States, England, United-States, Native- Born in the United States,0,2,52,94, - 50000.
89704,36, Private,33,38, High school graduate,0, Married-civilian spouse present, Retail trade, Transportation and material moving, Black, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,1934.85, MSA to MSA, Same county, Same county, No, Yes,3, United-States, United-States, United-States, Native- Born in the United States,2,2,52,94, - 50000.
89705,34, Private,12,12, Some college but no degree,0, Married-civilian spouse present, Manufacturing-durable goods, Professional specialty, White, All other, Male, Children or Armed Forces,7298,0,50, Joint both under 65, Householder, Householder,2366.99, MSA to MSA, Same county, Same county, No, No,3, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, 50000+.
89718,35, Self-employed-not incorporated,33,2, Associates degree-occup /vocational,0, Divorced, Retail trade, Executive admin and managerial, White, All other, Female, Children or Armed Forces,0,0,0, Head of household, Householder, Householder,345.35, Not identifiable, Same county, Same county, No, No,2, United-States, United-States, United-States, Native- Born in the United States,1,2,52,94, - 50000.
89720,31, Private,33,19, High school graduate,0, Married-civilian spouse present, Retail trade, Sales, Black, All other, Female, Children or Armed Forces,0,0,0, Joint both under 65, Spouse of householder, Spouse of householder,1664.39, MSA to MSA, Same county, Same county, No, Yes,6, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
89765,29, Private,33,26, Associates degree-academic program,0, Married-civilian spouse present, Retail trade, Adm support including clerical, White, All other, Female, Children or Armed Forces,0,0,0, Joint both under 65, Spouse of householder, Spouse of householder,1087.9, MSA to MSA, Same county, Same county, No, No,0, United-States, United-States, United-States, Native- Born in the United States,0,2,0,94, - 50000.
89771,22, Private,29,38, 12th grade no diploma,0, Never married, Transportation, Transportation and material moving, White, All other, Male, Children or Armed Forces,0,0,0, Head of household, Householder, Householder,611.21, MSA to MSA, Same county, Same county, No, No,6, United-States, United-States, United-States, Native- Born in the United States,0,2,30,94, - 50000.
89789,85, Private,33,19, High school graduate,0, Widowed, Retail trade, Sales, White, All other, Male, Children or Armed Forces,0,0,1311, Single, Householder, Householder,1134.48, MSA to MSA, Same county, Same county, No, No,6, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
89791,23, Private,41,26, High school graduate,0, Never married, Hospital services, Adm support including clerical, White, All other, Female, Children or Armed Forces,0,0,0, Head of household, Householder, Householder,314.68, MSA to MSA, Same county, Same county, No, No,6, United-States, United-States, United-States, Native- Born in the United States,2,2,52,94, - 50000.
89873,36, Local government,4,40, Some college but no degree,0, Divorced, Construction, Handlers equip cleaners etc , White, All other, Male, Children or Armed Forces,0,0,0, Single, Nonfamily householder, Householder,1072.86, Not identifiable, Same county, Same county, No, No,6, United-States, United-States, United-States, Native- Born in the United States,1,2,52,94, - 50000.
89898,19, Private,43,26, Some college but no degree,0, Married-civilian spouse present, Education, Adm support including clerical, White, Mexican-American, Female, Children or Armed Forces,0,0,0, Joint both under 65, Spouse of householder, Spouse of householder,888.57, MSA to MSA, Same county, Same county, No, No,6, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0,2,30,94, - 50000.
89961,31, Private,4,34, High school graduate,0, Divorced, Construction, Precision production craft & repair, White, All other, Male, Children or Armed Forces,0,0,0, Single, Nonfamily householder, Householder,2105.37, MSA to MSA, Same county, Same county, No, No,4, United-States, United-States, United-States, Native- Born in the United States,0,2,42,94, - 50000.
89962,34, State government,41,30, High school graduate,0, Never married, Hospital services, Other service, Black, All other, Female, Children or Armed Forces,0,0,0, Single, Nonfamily householder, Householder,6981.86, MSA to MSA, Different division same region, Different state in Midwest, No, No,4, United-States, United-States, United-States, Native- Born in the United States,0,2,26,94, - 50000.
